,"Цена, р./кг",Сталь,"Цена, р./м2",Доп. размер,"Цена, р./пог.м",Размер,"Цена, р./шт.",Наименование,ГОСТ,"Цена, р./т"
11735,,С255,,12,, 63х63х5,,Уголок  , ,53 790 1-5т
11736,,С255,,6,, 63х63х5,,Уголок  , ,53 790 1-5т
11737,,ст3,,12,, 63х63х5,,Уголок  , ,53 790 1-5т
11738,,ст3,,12,, 70х70х5,,Уголок  , ,57 490 1-5т
11739,,09Г2С-15,,12,, 63х63х6,,Уголок  , ,61 990 1-5т
11740,,ст3,,12,, 80х80х6,,Уголок  , ,56 490 1-5т
11741,,ст3,,12,, 70х70х7,,Уголок  , ,57 990 1-5т
11742,,ст3,,12,, 75х75х9,,Уголок  , ,58 990 1-5т
11743,,С255,,6,, 75х75х8,,Уголок  , ,56 490 1-5т
11744,,ст3,,6,, 75х75х8,,Уголок  , ,56 490 1-5т
11745,,ст3,,12,, 75х75х7,,Уголок  , ,56 990 1-5т
11746,,С255,,12,, 75х75х6,,Уголок  , ,55 790 1-5т
11747,,С255,,6,, 75х75х5,,Уголок  , ,55 790 1-5т
11748,,09Г2С-15,,12,, 75х75х8,,Уголок  , ,64 490 1-5т
11749,,09Г2С,,12,, 75х75х6,,Уголок  , ,63 990 1-5т
11750,,09Г2С,,12,, 75х75х5,,Уголок  , ,63 990 1-5т
11751,,ст3,,6,, 70х70х6,,Уголок  , ,57 990 1-5т
11752,,09Г2С-15,,12,, 80х80х6,,Уголок  , ,64 490 1-5т
11753,,АД31Т1,,6, , 40х40х3,,Уголок  , ,386 000 
11754,,ст3,,12,, 75х75х8,,Уголок  , ,55 790 1-5т
11755,,АД31Т1,,6, , 40х40х4,,Уголок  , ,386 000 
11756,,ст3,,12,, 75х75х6,,Уголок  , ,55 790 1-5т
11757,,ст3,,6,, 75х75х6,,Уголок  , ,57 490 1-5т
11758,,ст3,,12,, 75х75х5,,Уголок  , ,55 790 1-5т
11759,,ст3,,6,, 75х75х5,,Уголок  , ,55 790 1-5т
11760,,ст3,,12,, 75х50х6,,Уголок  , ,67 990 1-5т
11761,,ст3,,12,, 75х50х5,,Уголок  , ,69 990 1-5т
11762,,С355,,12,, 75х75х5,,Уголок  , ,63 990 1-5т
11763,,АМг5,,6, , 40х25х4,,Уголок  , ,1 491 000 
11764,,АД31Т1,,2, , 10х10х1.2,,Уголок  , ,386 000 
11765,,АД31Т1,,6, , 40х20х2,,Уголок  , ,386 000 
11766,,С355,,12,, 200х200х16,,Уголок  , ,135 100 1-5т
11767,,С355,,12,, 200х200х14,,Уголок  , ,135 100 1-5т
11768,,С355,,12,, 200х200х12,,Уголок  , ,137 490 1-5т
11769,,С255,,12,, 200х125х12,,Уголок  , ,134 990 1-5т
11770,,ст3,,12,, 180х180х12,,Уголок  , ,124 990 1-5т
11771,,ст3,,12,, 180х180х11,,Уголок  , ,122 990 1-5т
11772,,С355,,12,, 180х180х11,,Уголок  , ,138 700 1-5т
11773,,С255,,12,, 160х100х12,,Уголок  , ,133 490 1-5т
11774,,С355,,12,, 160х100х12,,Уголок  , ,136 990 1-5т
11775,,09Г2С,,12,, 160х100х10,,Уголок  , ,136 990 1-5т
11776,,ст3,,12,, 160х160х16,,Уголок  , ,117 990 1-5т
11777,,ст3,,12,, 160х160х14,,Уголок  , ,119 990 1-5т
11778,,ст3,,12,, 160х160х12,,Уголок  , ,117 990 1-5т
11779,,С345,,12.2,, 160х160х16,,Уголок  , ,129 990 1-5т
11780,,С345,,12,, 160х160х16,,Уголок  , ,129 990 1-5т
11781,,09Г2С-15,,12,, 160х160х12,,Уголок  , ,135 100 1-5т
11782,,09Г2С-15,,12,, 160х160х10,,Уголок  , ,135 100 1-5т
11783,,ст3,,12,, 160х160х10,,Уголок  , ,117 990 1-5т
11784,,С255,,12,, 160х100х10,,Уголок  , ,134 490 1-5т
11785,,ст3,,12,, 140х90х8,,Уголок  , ,144 990 1-5т
11786,,ст3,,12,, 140х90х10,,Уголок  , ,149 990 1-5т
11787,,ст3,,12,, 140х140х12,,Уголок  , ,116 990 1-5т
11788,,ст3,,н/д,, 140х140х10,,Уголок  , ,104 990 1-5т
11789,,С345,,12,, 140х140х9,,Уголок  , ,129 990 1-5т
11790,,С345,,12,, 140х140х12,,Уголок  , ,129 990 1-5т
11791,,09Г2С-15,,12,, 140х140х10,,Уголок  , ,129 990 1-5т
11792,,ст3,,12,, 140х140х9,,Уголок  , ,116 990 1-5т
11793,,ст3,,12,, 140х140х10,,Уголок  , ,116 990 1-5т
11794,,С345,,12,, 125х80х8,,Уголок  , ,148 490 1-5т
11795,,С355,,12,, 200х200х20,,Уголок  , ,138 990 1-5т
11796,,ст3,,12,, 125х125х9,,Уголок  , ,59 490 1-5т
11797,,С355,,12,, 200х200х25,,Уголок  , ,135 100 1-5т
11798,,С255,,12,, 200х200х14,,Уголок  , ,134 990 1-5т
11799,,АД31Т1,,6, , 10х10х1.2,,Уголок  , ,386 000 
11800,,АД31Т1,,6, , 12х12х1.5,,Уголок  , ,418 000 
11801,,АД31Т1,,6, , 15х15х1,,Уголок  , ,386 000 
11802,,АД31Т1,,6, , 15х15х1.2,,Уголок  , ,386 000 
11803,,АД31Т1,,6, , 15х15х1.5,,Уголок  , ,386 000 
11804,,АД31Т1,,6, , 15х15х2,,Уголок  , ,386 000 
11805,,АД31Т1,,6, , 20х10х1.2,,Уголок  , ,386 000 
11806,,АД31Т1,,6, , 20х20х1,,Уголок  , ,386 000 
11807,,АД31Т1,,6, , 20х20х1.5,,Уголок  , ,386 000 
11808,,АД31Т1,,6, , 20х20х2,,Уголок  , ,386 000 
11809,,АД31Т1,,2, , 25х25х1.2,,Уголок  , ,386 000 
11810,,АД31Т1,,6, , 25х25х1.2,,Уголок  , ,386 000 
11811,,АД31Т1,,6, , 25х25х1.5,,Уголок  , ,386 000 
11812,,АД31Т1,,6, , 25х25х2,,Уголок  , ,386 000 
11813,,АД31Т1,,6, , 25х25х3,,Уголок  , ,386 000 
11814,,АД31Т1,,6, , 30х15х2,,Уголок  , ,386 000 
11815,,АД31Т1,,6, , 30х20х2,,Уголок  , ,386 000 
11816,,АД31Т1,,6, , 30х20х3,,Уголок  , ,386 000 
11817,,АД31Т1,,6, , 30х30х1.2,,Уголок  , ,386 000 
11818,,АД31Т1,,6, , 30х30х1.5,,Уголок  , ,386 000 
11819,,АД31Т1,,6, , 30х30х2,,Уголок  , ,386 000 
11820,,АД31Т1,,6, , 30х30х3,,Уголок  , ,386 000 
11821,,АД31,,6, , 32х19х2,,Уголок  , ,386 000 
11822,,С345,,12,, 200х125х16,,Уголок  , ,138 490 1-5т
11823,,С345,,12,, 200х125х14,,Уголок  , ,138 490 1-5т
11824,,С355,,12,, 200х125х12,,Уголок  , ,138 490 1-5т
11825,,ст3,,12,, 200х200х25,,Уголок  , ,127 450 1-5т
11826,,С255,,12,, 200х200х20,,Уголок  , ,127 450 1-5т
11827,,С255,,12,, 200х200х16,,Уголок  , ,127 450 1-5т
11828,,С255,,12,, 200х200х12,,Уголок  , ,136 990 1-5т
11829,,АД31Т1,,6, , 40х40х2,,Уголок  , ,386 000 
11830,,С255,,12,, 125х125х9,,Уголок  , ,59 490 1-5т
11831,,ст3,,12,, 125х125х12,,Уголок  , ,59 990 1-5т
11832,,ст3,,12,, 100х100х8,,Уголок  , ,57 490 1-5т
11833,,С255,,6,, 100х100х7,,Уголок  , ,55 990 1-5т
11834,,ст3,,12,, 100х100х7,,Уголок  , ,55 790 1-5т
11835,,ст3,,12,, 100х100х10,,Уголок  , ,55 790 1-5т
11836,,ст3,,12,, 100х63х8,,Уголок  , ,68 990 1-5т
11837,,ст3,,12,, 100х63х6,,Уголок  , ,71 490 1-5т
11838,,АД31Т1,,6, , 35х35х3,,Уголок  , ,386 000 
11839,,ст3,,12,, 90х90х9,,Уголок  , ,58 490 1-5т
11840,,ст3,,12,, 90х90х8,,Уголок  , ,60 990 1-5т
11841,,ст3,,6,, 90х90х8,,Уголок  , ,60 490 1-5т
11842,,ст3,,12,, 90х90х7,,Уголок  , ,55 990 1-5т
11843,,ст3,,н/д,, 90х90х7,,Уголок  , ,51 490 1-5т
11844,,С255,,12,, 90х90х6,,Уголок  , ,55 990 1-5т
11845,,С255,,12,, 200х125х14,,Уголок  , ,133 490 1-5т
11846,,ст3,,6,, 90х90х6,,Уголок  , ,56 990 1-5т
11847,,09Г2С-15,,12,, 90х90х8,,Уголок  , ,66 990 1-5т
11848,,09Г2С-15,,12,, 90х90х7,,Уголок  , ,64 490 1-5т
11849,,09Г2С-15,,12,, 90х90х6,,Уголок  , ,65 990 1-5т
11850,,С255,,12,, 90х90х7,,Уголок  , ,55 990 1-5т
11851,,ст3,,12,, 90х90х6,,Уголок  , ,55 990 1-5т
11852,,АД31Т1,,2, , 40х20х1.5,,Уголок  , ,386 000 
11853,,ст3,,12,, 80х80х8,,Уголок  , ,56 190 1-5т
11854,,ст3,,6,, 80х80х8,,Уголок  , ,57 490 1-5т
11855,,ст3,,12,, 80х80х7,,Уголок  , ,62 990 1-5т
11856,,ст3,,6,, 80х80х6,,Уголок  , ,56 490 1-5т
11857,,С345,,12,, 80х80х7,,Уголок  , ,66 990 1-5т
11858,,09Г2С-15,,12,, 80х80х7,,Уголок  , ,66 990 1-5т
11859,,ст3,,5,, 50х50х5,,Уголок  , ,49 000 1-5т
11860,,АД31Т1,,6, , 40х20х1.5,,Уголок  , ,386 000 
11861,,ст3,,6,, 100х100х8,,Уголок  , ,57 990 1-5т
11862,,С255,,12,, 125х125х8,,Уголок  , ,59 190 1-5т
11863,,С255,,6,, 100х100х8,,Уголок  , ,57 990 1-5т
11864,,АД31Т1,,2, , 35х35х2,,Уголок  , ,386 000 
11865,,С255,,12,, 125х125х10,,Уголок  , ,58 190 1-5т
11866,,09Г2С,,12,, 125х125х9,,Уголок  , ,67 990 1-5т
11867,,09Г2С-15,,12,, 125х125х9,,Уголок  , ,67 990 1-5т
11868,,С345,,12,, 125х125х9,,Уголок  , ,67 990 1-5т
11869,,С355,,12,, 125х125х9,,Уголок  , ,67 990 1-5т
11870,,09Г2С-15,,12,, 125х125х8,,Уголок  , ,68 990 1-5т
11871,,09Г2С-15,,12,, 125х125х12,,Уголок  , ,68 990 1-5т
11872,,09Г2С-15,,12,, 125х125х10,,Уголок  , ,67 990 1-5т
11873,,С355,,12,, 125х125х10,,Уголок  , ,67 990 1-5т
11874,,ст3,,12,, 125х80х10,,Уголок  , ,141 490 1-5т
11875,,ст3,,12,, 125х125х8,,Уголок  , ,59 190 1-5т
11876,,С255,,12,, 125х125х12,,Уголок  , ,59 990 1-5т
11877,,ст3,,12,, 125х125х10,,Уголок  , ,58 190 1-5т
11878,,ст3,,12,, 125х80х8,,Уголок  , ,136 490 1-5т
11879,,ст3,,12,, 110х110х7,,Уголок  , ,57 490 1-5т
11880,,09Г2С-15,,12,, 110х110х8,,Уголок  , ,67 990 1-5т
11881,,ст3,,12,, 110х110х8,,Уголок  , ,60 990 1-5т
11882,,ст3,,12,, 100х100х12,,Уголок  , ,56 490 1-5т
11883,,ст3,,н/д,, 100х100х12,,Уголок  , ,51 990 1-5т
11884,,ст3,,6,, 100х100х10,,Уголок  , ,55 990 1-5т
11885,,С255,,6,, 100х100х10,,Уголок  , ,55 990 1-5т
11886,,09Г2С,,12,, 100х100х8,,Уголок  , ,66 490 1-5т
11887,,С355,,12,, 100х100х8,,Уголок  , ,66 490 1-5т
11888,,С355,,12,, 100х100х7,,Уголок  , ,65 990 1-5т
11889,,09Г2С,,12,, 100х100х7,,Уголок  , ,65 990 1-5т
11890,,С355,,12,, 100х100х12,,Уголок  , ,66 990 1-5т
11891,,С355,,12,, 100х100х10,,Уголок  , ,63 990 1-5т
11892,,09Г2С-15,,12,, 100х100х10,,Уголок  , ,63 990 1-5т
11893,,ст3,,6,, 100х100х7,,Уголок  , ,55 990 1-5т
11894,,С255,,12,, 100х100х10,,Уголок  , ,55 790 1-5т
11895,,ст3,,2,, 50х50х5,,Уголок  , ,48 000 1-5т
11896,,АД31Т1,,6, , 50х25х3,,Уголок  , ,386 000 
11897,,ст3,,5.5,, 50х50х5,,Уголок  , ,49 000 1-5т
11898,,С255,,12,, 100х100х8,,Уголок  , ,62 300 
11899,,С355,,12,, 100х100х8,,Уголок  , ,70 000 
11900,,С345,,12,, 100х100х8,,Уголок  , ,звоните 
11901,,С345,,12,, 100х100х7,,Уголок  , ,звоните 
11902,,С345,,12,, 110х110х7,,Уголок  , ,звоните 
11903,,С345,,12,, 110х110х8,,Уголок  , ,звоните 
11904,,09Г2С,,12,, 100х100х12,,Уголок  , ,звоните 
11905,,3сп,,12,, 125х125х9,,Уголок  , ,67 400 
11906,,3сп,,12,, 125х125х10,,Уголок  , ,звоните 
11907,,09Г2С,,12,, 125х125х12,,Уголок  , ,звоните 
11908,,С345,,12,, 125х125х8,,Уголок  , ,звоните 
11909,,С355,,12,, 125х125х8,,Уголок  , ,75 200 
11910,,С255,,12,, 125х125х8,,Уголок  , ,67 400 
11911,,АД31Т1,,6, , 80х20х2,,Уголок  , ,386 000 
11912,,3сп,,12,, 125х125х8,,Уголок  , ,звоните 
11913,,3сп,,12,, 100х100х8,,Уголок  , ,звоните 
11914,,3сп,,12,, 100х100х7,,Уголок  , ,62 300 
11915,,3сп,,12,, 100х100х10,,Уголок  , ,62 300 
11916,,09Г2С,,12,, 70х70х6,,Уголок  , ,звоните 
11917,,С345,,12,, 70х70х6,,Уголок  , ,звоните 
11918,,3сп,,12,, 75х75х6,,Уголок  , ,62 300 
11919,,3сп,,12,, 75х75х5,,Уголок  , ,62 300 
11920,,09Г2С,,12,, 75х75х6,,Уголок  , ,70 000 
11921,,3сп,,12,, 80х80х6,,Уголок  , ,63 900 
11922,,С345,,12,, 80х80х6,,Уголок  , ,звоните 
11923,,09Г2С,,12,, 80х80х8,,Уголок  , ,звоните 
11924,,3сп,,12,, 90х90х9,,Уголок  , ,62 300 
11925,,09Г2С,,12,, 90х90х7,,Уголок  , ,звоните 
11926,,АМг5,,6, , 70х70х7,,Уголок  , ,1 491 000 
11927,,09Г2С,,12,, 90х90х9,,Уголок  , ,звоните 
11928,,ст3,,3,, 50х50х5,,Уголок  , ,51 000 1-5т
11929,,3сп,,12,, 90х90х7,,Уголок  , ,62 300 
11930,,С345,,12,, 90х90х7,,Уголок  , ,звоните 
11931,,АД31Т1,,6, , 80х40х3,,Уголок  , ,386 000 
11932,,АД31Т1,,6, , 80х80х3,,Уголок  , ,386 000 
11933,,АД31Т1,,6, , 80х80х6,,Уголок  , ,386 000 
11934,,АД31Т1,,6, , 80х80х8,,Уголок  , ,386 000 
11935,,AISI316L,,6,, 100х100х6,,Уголок  , ,473 800 <0.1т
11936,,ст3,,6 12,, 40х40х4,,Уголок  , ГОСТ 8509-93 ,54 200 >2т
11937,,ст3,,6 12,, 45х45х4,,Уголок  , ГОСТ 8509-93 ,54 200 >2т
11938,,ст3,,6 12,, 50х50х4,,Уголок  , ГОСТ 8509-93 ,54 200 >2т
11939,,ст3,,6 12,, 50х50х5,,Уголок  , ГОСТ 8509-93 ,54 200 >2т
11940,,ст3,,6 12,, 63х63х5,,Уголок  , ГОСТ 8509-93 ,54 200 >2т
11941,,ст3,,6 12,, 63х63х6,,Уголок  , ГОСТ 8509-93 ,54 200 >2т
11942,,ст3,,6 12,, 75х75х5,,Уголок  , ГОСТ 8509-93 ,56 200 >2т
11943,,ст3,,6 12,, 75х75х6,,Уголок  , ГОСТ 8509-93 ,56 200 >2т
11944,,ст3,,12,, 90х90х6,,Уголок  , ГОСТ 8509-93 ,56 200 >2т
11945,,ст3,,12,, 90х90х7,,Уголок  , ГОСТ 8509-93 ,56 200 >2т
11946,,ст3,,12,, 100х100х7,,Уголок  , ГОСТ 8509-93 ,56 200 >2т
11947,,ст3,,12,, 100х100х8,,Уголок  , ГОСТ 8509-93 ,56 200 >2т
11948,,ст3,,12,, 125х125х8,,Уголок  , ГОСТ 8509-93 ,58 200 >2т
11949,,08Х18Н10 AISI304,,6,, 100х100х6,,Уголок  , ,251 320 <0.1т
11950,,08Х18Н10 AISI304,,6,, 100х100х10,,Уголок  , ,251 320 <0.1т
11951,,С345,,12,, 63х63х5,,Уголок  , ,звоните 
11952,,08Х18Н10 AISI304,,6,, 80х80х8,,Уголок  , ,251 320 <0.1т
11953,,08Х18Н10 AISI304,,6,, 70х70х7,,Уголок  , ,251 320 <0.1т
11954,,АД31Т1,,6, , 100х100х10,,Уголок  , ,386 000 
11955,,АД31Т1,,6, , 100х50х5,,Уголок  , ,386 000 
11956,,АД31Т1,,6, , 120х40х3,,Уголок  , ,386 000 
11957,,08Х18Н10 AISI304,,6,, 20х20х3,,Уголок  , ,271 920 <0.1т
11958,,08Х18Н10 AISI304,,6,, 25х25х3,,Уголок  , ,262 650 <0.1т
11959,,08Х18Н10 AISI304,,6,, 30х30х3,,Уголок  , ,251 320 <0.1т
11960,,08Х18Н10 AISI304,,6,, 35х35х3,,Уголок  , ,251 320 <0.1т
11961,,08Х18Н10 AISI304,,6,, 40х40х4,,Уголок  , ,251 320 <0.1т
11962,,08Х18Н10 AISI304,,6,, 40х40х3,,Уголок  , ,251 320 <0.1т
11963,,08Х18Н10 AISI304,,6,, 50х50х5,,Уголок  , ,251 320 <0.1т
11964,,08Х18Н10 AISI304,,6,, 50х50х4,,Уголок  , ,251 320 <0.1т
11965,,08Х18Н10 AISI304,,6,, 60х60х5,,Уголок  , ,251 320 <0.1т
11966,,08Х18Н10 AISI304,,6,, 60х60х6,,Уголок  , ,251 320 <0.1т
11967,,08Х18Н10 AISI304,,6,, 70х70х5,,Уголок  , ,251 320 <0.1т
11968,,08Х18Н10 AISI304,,6,, 70х70х6,,Уголок  , ,251 320 <0.1т
11969,,08Х18Н10 AISI304,,6,, 75х75х5,,Уголок  , ,251 320 <0.1т
11970,,3сп,,12,, 63х63х6,,Уголок  , ,звоните 
11971,,3сп,,12,, 90х90х8,,Уголок  , ,62 300 
11972,,3сп,,12,, 50х50х4,,Уголок  , ,звоните 
11973,,ст3,,12,, 45х45х4,,Уголок  , ,56 490 1-5т
11974,,ст3,,6,, 45х45х4,,Уголок  , ,56 190 1-5т
11975,,3сп,,12,, 63х63х5,,Уголок  , ,60 000 
11976,,ст3,,6,, 40х40х5,,Уголок  , ,56 490 1-5т
11977,,09Г2С-15,,12,, 40х40х4,,Уголок  , ,62 990 1-5т
11978,,09Г2С-15,,6,, 40х40х4,,Уголок  , ,62 990 1-5т
11979,,ст3,,6,, 45х45х5,,Уголок  , ,56 490 1-5т
11980,,С355,,12,, 40х40х4,,Уголок  , ,62 990 1-5т
11981,,ст3,,12,, 40х40х4,,Уголок  , ,54 190 1-5т
11982,,С255,,12,, 40х40х4,,Уголок  , ,54 190 1-5т
11983,,ст3,,6,, 40х40х3,,Уголок  , ,62 490 1-5т
11984,,ст3,,12,, 40х40х3,,Уголок  , ,62 490 1-5т
11985,,С345,,6,, 35х35х4,,Уголок  , ,84 990 1-5т
11986,,ст3,,6,, 35х35х4,,Уголок  , ,66 790 1-5т
11987,,ст3,,6,, 40х40х4,,Уголок  , ,54 990 1-5т
11988,,ст3,,12,, 45х45х5,,Уголок  , ,55 490 1-5т
11989,,ст3,,12,, 50х50х4,,Уголок  , ,53 790 1-5т
11990,,ст3,,6,, 50х50х4,,Уголок  , ,53 790 1-5т
11991,,ст3,,4,, 50х50х5,,Уголок  , ,49 000 1-5т
11992,,С255,,6,, 50х50х5,,Уголок  , ,53 990 1-5т
11993,,ст3,,2,, 50х50х4,,Уголок  , ,48 000 1-5т
11994,,ст3,,4,, 50х50х4,,Уголок  , ,49 000 1-5т
11995,,ст3,,3,, 50х50х4,,Уголок  , ,51 000 1-5т
11996,,ст3,,5,, 50х50х4,,Уголок  , ,49 000 1-5т
11997,,ст3,,5.5,, 50х50х4,,Уголок  , ,49 000 1-5т
11998,,С255,,12,, 50х50х4,,Уголок  , ,53 790 1-5т
11999,,С345,,12,, 50х50х5,,Уголок  , ,61 990 1-5т
12000,,09Г2С,,12,, 50х50х5,,Уголок  , ,61 990 1-5т
12001,,С355,,12,, 50х50х5,,Уголок  , ,61 990 1-5т
12002,,09Г2С-15,,12,, 50х50х4,,Уголок  , ,61 990 1-5т
12003,,С255,,12,, 50х50х5,,Уголок  , ,53 790 1-5т
12004,,ст3,,6,, 50х50х5,,Уголок  , ,53 990 1-5т
12005,,ст3,,12,, 50х50х5,,Уголок  , ,53 790 1-5т
12006,,ст3,,6,, 35х35х3,,Уголок  , ,67 490 1-5т
12007,,09Г2С-15,,6,, 32х32х4,,Уголок  , ,84 990 1-5т
12008,,ст3,,12,, 40х40х5,,Уголок  , ,55 990 1-5т
12009,,ст3,,6,, 32х32х3,,Уголок  , ,67 190 1-5т
12010,,АД31Т1,,6, , 60х20х3,,Уголок  , ,386 000 
12011,,АД31Т1,,6, , 60х30х2,,Уголок  , ,386 000 
12012,,АД31Т1,,6, , 60х40х2,,Уголок  , ,386 000 
12013,,АД31Т1,,6, , 60х40х3,,Уголок  , ,386 000 
12014,,АД31Т1,,6, , 60х40х4,,Уголок  , ,386 000 
12015,,АД31Т1,,2, , 60х60х2,,Уголок  , ,386 000 
12016,,3сп5,,12,, 70х70х5,,Уголок  , ГОСТ 535-2005 ГОСТ 8509-93 ,звоните 
12017,,АД31Т1,,6, , 60х60х2,,Уголок  , ,386 000 
12018,,АД31Т1,,6, , 60х60х3,,Уголок  , ,386 000 
12019,,АД31Т1,,6, , 70х20х2,,Уголок  , ,386 000 
12020,,3сп,,12,, 40х40х4,,Уголок  , ,60 000 
12021,,3сп,,12,, 50х50х5,,Уголок  , ,60 000 
12022,,ст3,,6,, 32х32х4,,Уголок  , ,67 190 1-5т
12023,,С345,,12,, 50х50х5,,Уголок  , ,звоните 
12024,,С345,,12,, 50х50х4,,Уголок  , ,звоните 
12025,,АД31Т1,,6, , 60х20х2,,Уголок  , ,386 000 
12026,,АД31Т1,,6, , 50х50х5,,Уголок  , ,386 000 
12027,,09Г2С,,12,, 50х50х5,,Уголок  , ,67 800 
12028,,АД31Т1,,6, , 50х50х3,,Уголок  , ,386 000 
12029,,09Г2С-15,,6,, 25х25х4,,Уголок  , ,84 990 1-5т
12030,,ст3,,6,, 25х25х4,,Уголок  , ,66 790 1-5т
12031,,ст3,,6,, 25х25х3,,Уголок  , ,66 790 1-5т
12032,,АД31Т1,,6, , 50х50х4,,Уголок  , ,386 000 
12033,,АД31Т1,,6, , 50х30х2,,Уголок  , ,386 000 
12034,,АД31Т1,,6, , 50х20х2,,Уголок  , ,386 000 
12035,,ст3,,6,, 50х50х4,,Уголок  , ,54 000 
12036,,ст3,,12,, 50х50х5,,Уголок  , ,54 000 
12037,,ст3,,6,, 50х50х5,,Уголок  , ,54 000 
12038,,ст3,,12,, 63х63х5,,Уголок  , ,54 000 
12039,,ст3,,12,, 75х75х6,,Уголок  , ,56 000 
12040,,09Г2С,,,, 110х110х8,,Уголок  , ,76 500 
12041,,АД31Т1,,6, , 50х30х3,,Уголок  , ,386 000 
12042,,АД31Т1,,6, , 50х50х1.5,,Уголок  , ,386 000 
12043,,АД31Т1,,6, , 50х50х2,,Уголок  , ,386 000 
12044,,,,6,, 50х50х5,,Уголок оцинк.  , ,114 990 1-5т
12045,,,,6,, 50х50х4,,Уголок оцинк.  , ,114 990 1-5т
12046,,Чугун,,,, 15,22.69 ,Угольник  , ,
12047,,ст20,,,, 15,99.00 ,Фланец  10кгс/см2 (1МПа) тип 01 (15-10-01-1-B-ст.20-II) плоский LD, ГОСТ 33259-2015 ,
12048,,ст20,,,, 40,440.00 ,Фланец  10кгс/см2 (1МПа) тип 01 (40-10-01-1-B-ст.20-IV) плоский Россия, ГОСТ 33259-2015 ,
12049,,ст20,,,, 50,375.00 ,Фланец  10кгс/см2 (1МПа) тип 01 (50-10-01-1-B-ст.20-II) плоский LD, ГОСТ 33259-2015 ,
12050,,ст20,,,, 15,113.00 ,Фланец  16кгс/см2 (1.6МПа) тип 01 (15-16-01-1-B-ст.20-II) плоский LD, ГОСТ 33259-2015 ,
12051,,ст20,,,, 250,2 733.20 ,Фланец  16кгс/см2 (1.6МПа) тип 01 (250-16-01-1-B-ст.20-IV) плоский, ГОСТ 33259-2015 ,
12052,,ст20,,,, 50,650.00 ,Фланец  16кгс/см2 (1.6МПа) тип 01 (50-16-01-1-B-ст.20-IV) плоский, ГОСТ 33259-2015 ,
12053,,09Г2С,,,, 65,1 917.00 ,Фланец  16кгс/см2 (1.6МПа) тип 11 (65-16-11-1-B-ст.09Г2С-IV) воротниковый РФ, ГОСТ 33259-2015 ,
12054,,ст20,,,, 80,1 552.50 ,Фланец  16кгс/см2 (1.6МПа) тип 11 (80-16-11-1-B-ст.20-IV) воротниковый, ГОСТ 33259-2015 ,
12055,,ст20,,,, 80,1 150.00 ,Фланец  16кгс/см2 (1.6МПа) тип 11 (80-16-11-1-B-ст.20-IV) воротниковый, ГОСТ 33259-2015 ,
12056,,ст20,,,, 15,218.50 ,Фланец  25кгс/см2 (2.5МПа) тип 01 (15-25-01-1-B-ст.20-IV) плоский, ГОСТ 33259-2015 ,
12057,,ст20,,,, 32,551.00 ,Фланец  25кгс/см2 (2.5МПа) тип 01 (32-25-01-1-B-ст.20-IV) плоский, ГОСТ 33259-2015 ,
12058,,ст20,,,, 80,800.00 ,Фланец  25кгс/см2 (2.5МПа) тип 01 (80-25-01-1-B-ст.20-IV) плоский, ГОСТ 33259-2015 ,
12059,,ст20,,,, 125,2 500.00 ,Фланец  40кгс/см2 (4МПа) тип 11 (125-40-11-1-B-ст.20-IV) воротниковый, ГОСТ 33259-2015 ,
12060,,ст20,,,, 200,6 986.00 ,Фланец  40кгс/см2 (4МПа) тип 11 (200-40-11-1-B-ст.20-IV) воротниковый, ГОСТ 33259-2015 ,
12061,,ст20,,,, 25,580.00 ,Фланец  40кгс/см2 (4МПа) тип 11 (25-40-11-1-B-ст.20-IV) воротниковый, ГОСТ 33259-2015 ,
12062,,ст20,,,, 80,1 100.00 ,Фланец  40кгс/см2 (4МПа) тип 11 (80-40-11-1-B-ст.20-IV) воротниковый, ГОСТ 33259-2015 ,
12063,,ст20,,,, 32,323.00 ,Фланец  6кгс/см2 (0.6МПа) тип 01 (32-6-01-1-B-ст.20-IV) плоский, ГОСТ 33259-2015 ,
12064,,ст20,,,, 40,387.60 ,Фланец  6кгс/см2 (0.6МПа) тип 01 (40-6-01-1-B-ст.20-IV) плоский, ГОСТ 33259-2015 ,
12065,,,,,, 500,11 593.04 ,Фланец  для ПНД втулок 500 10кгс/см2 (1МПа), ,
12066,551 050 <0.3т,А99,,,, ,535 000 0.3-1.5т,Чушка А99 , ,
12067,351 230 <0.3т,АК12оч,,,, ,341 000 0.3-1.5т,Чушка АК12оч , ,
12068,348 140 <0.3т,АК12пч,,,, ,338 000 0.3-1.5т,Чушка АК12пч , ,
12069,344 020 <0.3т,АК7ч,,,, ,334 000 0.3-1.5т,Чушка АК7ч , ,
12070,275.80 ,,,,, 18, ,Шайбы  гровер, ,
12071,222.75 ,,,,, 10, ,Шайбы  оцинк. плоская увелич, DIN 9021 ,
12072,180.88 ,,,,, 16, ,Шайбы  оцинк. плоская увелич, DIN 9021 ,
12073,220.39 ,,,,, 20, ,Шайбы  оцинк. плоская увеличенная, DIN 9021 ,
12074,225.72 ,,,,, 24, ,Шайбы  плоск. оцинк., ГОСТ 6958-78 ,
12075,,ст3,,12,, 6.5У,,Швеллер  , ,74 500 
12076,,,,12,, 14П,,Швеллер  , ,63 490 1-5т
12077,,,,6,, 14П,,Швеллер  , ,63 190 1-5т
12078,,,,6,, 14У,,Швеллер  , ,64 990 1-5т
